Unnamed: 0,fecha,region,titulo,subtitular,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional,modelo_portada,especial,publicidad,contraportada,modelo,palabras_titulo,palabras_st,day,month,year,id,envio_total,cobrable,devuelto,vendido
0,2022-01-02,nacional,celebracion lo lleva a la muerte,"ya no llego a darles el abrazo a sus papas, en el progreso",4,0,3,0.0,0,0,1,0,0,0,0,modelo,1,6,13,Sunday,January,2022,010222nacional,94993.0,93185.0,11937.0,81248.0
1,2022-01-03,nacional,campeon historico,los toros suman su primer titulo de liga nacional,5,0,1,1.0,2,1,0,0,0,0,1,deporte,1,2,9,Monday,January,2022,010322nacional,110810.0,108409.0,6740.0,101669.0
8,2022-01-04,nacional,arde ensambladora,se destruyen miles de motos en amatitlan,4,0,1,0.0,3,0,0,0,0,0,0,nacionales,1,2,7,Tuesday,January,2022,010422nacional,97543.0,95151.0,8336.0,86815.0
15,2022-01-05,nacional,balean albaniles,"sicarios los esperaban en esquina del centro de gualan, zacapa",3,0,2,0.0,0,0,0,1,0,0,1,modelo,1,2,10,Wednesday,January,2022,010522nacional,96234.0,93842.0,14682.0,79160.0
22,2022-01-06,nacional,feliz dia de reyes,-,1,0,0,0.0,0,0,0,1,0,1,0,modelo,1,4,1,Thursday,January,2022,010622nacional,96254.0,93851.0,9796.0,84055.0
29,2022-01-07,nacional,mueren madre e hijo,picop impacta contra camion en chiquimula,3,0,1,0.0,1,1,0,0,0,0,1,modelo,1,4,6,Friday,January,2022,010722nacional,98142.0,94139.0,7460.0,86679.0
36,2022-01-08,nacional,balean a policias,nuevo ataque contra fuerzas de seguridad deja un agente muerto y 27 heridos,2,0,1,0.0,1,0,0,0,0,0,0,internacional,1,3,13,Saturday,January,2022,010822nacional,103938.0,102049.0,9393.0,92656.0
39,2022-01-09,nacional,acribillado,persiguen a mototaxista en la avenida juan chapin en la capital,4,0,3,0.0,0,0,1,0,0,0,0,modelo,1,1,11,Sunday,January,2022,010922nacional,99735.0,97885.0,8923.0,88962.0
40,2022-01-10,nacional,masacre en mercado,matan a cuatro comerciantes y hieren a otro en chimaltenango,3,0,2,0.0,0,1,0,0,0,0,1,internacional,1,3,10,Monday,January,2022,011022nacional,105566.0,103170.0,7036.0,96134.0
47,2022-01-11,nacional,llevaban droga y balas de fusil,capturan a mareros cerca del centro preventivo de la zona 18 de la capital,4,0,1,0.0,2,0,1,0,0,0,0,internacional,1,6,14,Tuesday,January,2022,011122nacional,95624.0,93032.0,8174.0,84858.0
54,2022-01-12,nacional,chocan de frente,conductor de automovil perece en zacapa,4,0,3,0.0,1,0,0,0,0,0,1,modelo,1,3,6,Wednesday,January,2022,011222nacional,96641.0,94237.0,10609.0,83628.0
61,2022-01-13,nacional,juegazo,el real elimina al barsa en tiempos extra en la supercopa,4,0,1,1.0,2,0,0,0,0,1,0,deporte,1,1,11,Thursday,January,2022,011322nacional,97767.0,95362.0,8600.0,86762.0
68,2022-01-14,nacional,repatrian cuerpos de migrantes,victimas perecieron en accidente en mexico,3,0,1,1.0,1,0,0,0,0,0,1,deporte,1,4,6,Friday,January,2022,011422nacional,97151.0,94743.0,6747.0,87996.0
75,2022-01-15,nacional,vivos de milagro,desemprendimiento de paredon cae sobre dos albaniles en mixco,4,0,2,0.0,1,0,1,0,0,0,0,deporte,1,3,9,Saturday,January,2022,011522nacional,96670.0,93056.0,8522.0,84534.0
78,2022-01-16,nacional,veneran al cristo negro,fieles hacen romeria a la basilica de esquipulas,4,0,0,0.0,2,0,2,0,0,0,0,modelo,1,4,8,Sunday,January,2022,011622nacional,100311.0,98480.0,6831.0,91649.0
79,2022-01-17,nacional,camionetazo,"bus cae en barranco y perecen 5 pasajeros, en sumpango, sacatepequez",3,0,1,1.0,1,0,0,0,0,0,0,deporte,1,1,11,Monday,January,2022,011722nacional,105193.0,102795.0,4492.0,98303.0
86,2022-01-18,nacional,abren juicio contra perez y baldetti,exfuncionarios son acusados de recibir sobornos millonarios en el caso la linea,3,1,1,0.0,1,0,0,0,0,0,1,deporte,1,6,12,Tuesday,January,2022,011822nacional,101239.0,98770.0,6831.0,91939.0
93,2022-01-19,nacional,mareros siembran terror en las trojes,pobladores cierran comercios tras masacre de cuatro personas en amatitlan,4,0,0,0.0,3,1,0,0,0,0,0,modelo,1,6,10,Wednesday,January,2022,011922nacional,97041.0,94583.0,11466.0,83117.0
100,2022-01-20,nacional,estalla coheteria,"muere una persona y otras dos quedan heridas, en parravos, chimaltenango",5,0,3,0.0,1,0,1,0,0,0,0,modelo,1,2,11,Thursday,January,2022,012022nacional,98437.0,95986.0,8744.0,87242.0
107,2022-01-21,nacional,atacan a choferes,mareros disparan a mansalva contra tres tuctuqueros en la zona 18 de la capital,4,0,2,2.0,0,0,0,0,0,0,1,modelo,1,3,14,Friday,January,2022,012122nacional,101271.0,98889.0,9314.0,89575.0
114,2022-01-22,nacional,se entrega exministro que tenia q122 millones,jose luis benito esta acusado de fraude y lavado de dinero,2,1,1,0.0,0,0,0,0,0,0,0,modelo,1,7,11,Saturday,January,2022,012222nacional,96572.0,92756.0,8429.0,84327.0
117,2022-01-23,nacional,pnc salva a matones y turba se enfurece,"un hombre y una menor balean a vecino, grupo los queria linchar, en palin",4,0,1,0.0,1,2,0,0,0,0,0,modelo,1,8,14,Sunday,January,2022,012322nacional,100179.0,98338.0,8254.0,90084.0
118,2022-01-24,nacional,entro a callejon sin salida,mujer intento escapar de sicarios en mixco,4,0,2,0.0,1,0,1,0,0,0,1,deporte,1,5,7,Monday,January,2022,012422nacional,108047.0,105664.0,12213.0,93451.0
125,2022-01-25,nacional,rechazan seguro,"bloquean el pais, causando perdidas bebe nace en protesta de huehuetenango",1,0,0,0.0,0,0,1,0,0,0,1,internacional,1,2,11,Tuesday,January,2022,012522nacional,98876.0,96480.0,25231.0,71249.0
132,2022-01-26,nacional,motorista mata a ladron,victima repele ataque y queda herida en la zona 7 de la capital,3,0,2,0.0,0,0,1,0,0,0,1,deporte,1,4,13,Wednesday,January,2022,012622nacional,97712.0,95316.0,13825.0,81491.0
139,2022-01-27,nacional,mareros matan a rivales,extorsionistas repartian telefonos en villa nueva,4,0,2,0.0,1,1,0,0,0,0,1,deporte,1,4,6,Thursday,January,2022,012722nacional,99385.0,96991.0,6911.0,90080.0
146,2022-01-28,nacional,chofer muere,trailer cae en barranco en la cumbre de huyus el progreso,3,0,1,0.0,1,1,0,0,0,0,1,modelo,1,2,11,Friday,January,2022,012822nacional,99483.0,97078.0,6716.0,90362.0
153,2022-01-29,nacional,caceria de coyotes,los acusan de trasladar por mexico a migrantes asesinados en tamaulipas,3,0,1,0.0,0,0,1,1,0,0,1,nacionales,1,3,11,Saturday,January,2022,012922nacional,98130.0,94126.0,9611.0,84515.0
156,2022-01-30,nacional,manejaba borracho,atropella a joven y dana vivienda en el barrio la reformita,3,0,2,0.0,1,0,0,0,0,0,1,deporte,0,2,11,Sunday,January,2022,013022nacional,100716.0,98869.0,5623.0,93246.0
157,2022-01-31,nacional,choca contra camion,encuentran botellas de licor en cabina de picop en siquinala escuintla,3,0,0,0.0,1,0,2,0,0,0,1,deporte,1,3,11,Monday,January,2022,013122nacional,104462.0,102073.0,3408.0,98665.0
164,2022-02-01,nacional,arde trailer,chofer se salva de siniestro en el km 222 concepcion las minas chiquimula,3,0,0,0.0,1,0,2,0,0,0,1,deporte,1,2,13,Tuesday,February,2022,020122nacional,96846.0,94478.0,18766.0,75712.0
171,2022-02-02,nacional,baleado sin piedad,crimen ocurrido en parada de bus en san miguel petapa,3,0,2,0.0,1,0,0,0,0,0,1,modelo,1,3,10,Wednesday,February,2022,020222nacional,96935.0,94536.0,12821.0,81715.0
178,2022-02-03,nacional,el clasico es rojo,matias rotondi con doblete derrota a los cremas,3,0,0,1.0,1,1,0,0,0,0,1,modelo,1,4,8,Thursday,February,2022,020322nacional,97679.0,95284.0,8197.0,87087.0
185,2022-02-04,nacional,crimen en la terminal,joven caminaba con su hermana en el sector de las gradas,4,0,2,1.0,0,0,1,0,0,0,1,modelo,1,4,11,Friday,February,2022,020422nacional,97506.0,95126.0,6874.0,88252.0
192,2022-02-05,nacional,profugo enfrente a policias,israel salguero escapo de la carcel en 2020 ayer disparo contra agentes antes de morir zacapa,3,0,3,0.0,0,0,0,0,0,0,1,deporte,1,4,16,Saturday,February,2022,020522nacional,97256.0,93422.0,8161.0,85261.0
195,2022-02-06,nacional,matan a chofer y ayudante,sicarios les hacen la parada y los balean en colomba quetzaltenango,4,0,3,0.0,0,0,1,0,0,0,1,modelo,1,5,11,Sunday,February,2022,020622nacional,101380.0,99543.0,7789.0,91754.0
196,2022-02-07,nacional,tragico encontronazo,jovenes huian tras chocar contra auto en villa nueva,4,0,2,0.0,2,0,0,0,0,0,1,deporte,1,2,9,Monday,February,2022,020722nacional,104976.0,102597.0,7545.0,95052.0
203,2022-02-08,nacional,arde bodega,propietarios almacenaban juegos pirotecnicos en la zona 1 de la capital,3,0,1,0.0,2,0,0,0,0,0,1,internacional,1,2,11,Tuesday,February,2022,020822nacional,99321.0,96933.0,9523.0,87410.0
210,2022-02-09,nacional,4 muertos en choque,camionero rebasaba y embiste a tuctuc en chisec alta verapaz,4,0,2,0.0,2,0,0,0,0,0,1,modelo,1,4,10,Wednesday,February,2022,020922nacional,96893.0,94475.0,13782.0,80693.0
217,2022-02-10,nacional,cuidaba carros,mareros querian obligar a raul rodriguez a cobrar extorsion en la capital,3,0,2,0.0,0,0,1,0,0,0,1,deporte,1,2,12,Thursday,February,2022,021022nacional,98473.0,96080.0,10067.0,86013.0
224,2022-02-11,nacional,agente muere en vuelco,quedan heridos tres policias en accidente en curva de sacapulas quiche,3,0,2,0.0,1,0,0,0,0,0,1,modelo,1,4,11,Friday,February,2022,021122nacional,98104.0,93903.0,7983.0,85920.0
231,2022-02-12,nacional,cae banda de asesinos,capturan a 14 extorsionistas en cateos en cinco departamentos,3,0,2,0.0,0,0,1,0,0,0,1,internacional,1,4,9,Saturday,February,2022,021222nacional,96334.0,94427.0,8040.0,86387.0
234,2022-02-13,nacional,de final de futbol a triple crimen,tras quedar campeones matan a dueno de equipo esposa y a jugador en la capital,5,0,3,0.0,1,1,0,0,0,0,1,modelo,1,7,15,Sunday,February,2022,021322nacional,99280.0,97418.0,8123.0,89295.0
235,2022-02-14,nacional,asesinado a golpes,ladrones se llevan pertenencias de joven en villa nueva,4,0,2,0.0,1,1,0,0,0,0,1,publicidad externa,1,3,9,Monday,February,2022,021422nacional,104678.0,102281.0,8265.0,94016.0
242,2022-02-15,nacional,marco pappa pide perdon,cinco anos de carcel para exfutbolista por reincidencia,3,0,1,0.0,0,0,2,0,0,0,1,deporte,1,4,8,Tuesday,February,2022,021522nacional,96817.0,94401.0,7453.0,86948.0
249,2022-02-16,nacional,regresan en moto a juzgado al hamburguesa luego de intento de fuga capturados sacan de su casa al expresidente hondureno juan orlando hernandez para extraditarlo,-,3,0,1,0.0,1,0,1,0,0,0,1,deporte,1,25,1,Wednesday,February,2022,021622nacional,95587.0,93160.0,10128.0,83032.0
255,2022-02-17,nacional,bajada de la muerte,trailer impacta contra seis vehiculos quedan dos fallecidos y trece heridos,2,0,0,0.0,1,0,1,0,0,0,1,deporte,1,4,11,Thursday,February,2022,021722nacional,105772.0,103251.0,8979.0,94272.0
261,2022-02-18,nacional,cobraban q7000 por dpi,desarticulan banda que tramitaba documentos falsos para extranjeros que buscaban legalizarse en el pais,3,0,0,0.0,1,0,2,0,0,0,1,modelo,1,4,14,Friday,February,2022,021822nacional,96839.0,92626.0,7133.0,85493.0
268,2022-02-19,nacional,gasolina por las nubes q35 por galon,precio de los combustibles sigue al alza y pone todo mas caro,3,0,1,0.0,0,0,2,0,0,0,1,internacional,1,7,12,Saturday,February,2022,021922nacional,95611.0,93709.0,7839.0,85870.0
271,2022-02-20,nacional,manana empiezan las clases,este lunes se inicia el ciclo escolar 2022 y solo en 116 municipios del pais serian presenciales enterese hoy de todos los detalles del regreso a las aulas,3,0,0,0.0,0,0,3,0,0,0,1,modelo,1,4,28,Sunday,February,2022,022022nacional,98642.0,96565.0,7667.0,88898.0
272,2022-02-21,nacional,mensajero de la muerte,10 meses despues de cumplir condena por homicidio regresa a prision por asesinar a taxista en la capital,4,0,2,0.0,0,0,1,1,0,0,1,deporte,1,4,18,Monday,February,2022,022122nacional,102993.0,99848.0,8016.0,91832.0
279,2022-02-22,nacional,accidentado regreso a clases,alumnos de los establecimientos publicos comienzan ciclo escolar entre carencias mala infraestructura y abandono,3,0,0,0.0,1,1,1,0,0,0,1,internacional,1,4,14,Tuesday,February,2022,022222nacional,95456.0,93067.0,8712.0,84355.0
286,2022-02-23,nacional,sube el precio del pan,hasta el frances con frijoles se vuelve un lujo,3,0,0,0.0,1,1,1,0,0,0,1,internacional,1,5,9,Wednesday,February,2022,022322nacional,96454.0,93967.0,11201.0,82766.0
293,2022-02-24,nacional,capturan a medico violador,dia violento contra mujeres en menos de 24 horas 5 muertes y 2 victimas de abuso sexual,2,0,0,0.0,0,0,2,0,0,0,1,internacional,1,4,17,Thursday,February,2022,022422nacional,97326.0,94927.0,6454.0,88473.0
300,2022-02-25,nacional,estalla la guerra,rusia lanza cientos de misiles y avanza en su invasion a ucrania,3,0,1,0.0,0,1,0,1,0,0,1,modelo,1,3,12,Friday,February,2022,022522nacional,104648.0,100127.0,5975.0,94152.0
307,2022-02-26,nacional,tres tortillas por un quetzal,el costo del maiz se dispara y el consumidor paga las consecuencias tortillerias adaptan el precio para subsistir en este negocio,3,0,1,0.0,0,0,1,1,0,0,1,internacional,1,5,21,Saturday,February,2022,022622nacional,97364.0,95434.0,6590.0,88844.0
310,2022-02-27,nacional,jubilo en las calles,fieles conmemoran 300 anos de jesus nazareno de la merced como patron de la capital cientos salen a las calles acompanan el recorrido y disfrutan de los sabores y colores de la epoca,4,0,0,0.0,1,1,1,1,0,0,1,deporte,0,4,33,Sunday,February,2022,022722nacional,99693.0,97824.0,3661.0,94163.0
311,2022-02-28,nacional,al borde de una guerra nuclear,conozca la destruccion que puede causar este potente armamento,3,0,2,0.0,0,0,0,1,0,0,1,deporte,0,6,9,Monday,February,2022,022822nacional,105435.0,103041.0,2823.0,100218.0
318,2022-03-01,nacional,2 chapines bajo fuego ruso,cuentan a nuestro diario como sobrevivieron a los ataques en ucrania,2,0,0,0.0,0,0,1,1,0,0,1,deporte,1,5,11,Tuesday,March,2022,030122nacional,101651.0,99239.0,17356.0,81883.0
325,2022-03-02,nacional,asesinan entre 6 y 9 personas todos los dias,guatemala escuintla chiquimula e izabal son los departamentos con mas muertes violentas,3,0,0,0.0,1,0,1,1,0,0,1,internacional,1,9,12,Wednesday,March,2022,030222nacional,97526.0,95122.0,11952.0,83170.0
332,2022-03-03,nacional,venganza entre los herederos lorenzana,pelea de poder de primos del clan causa la muerte del broy en huite,2,0,2,0.0,0,0,0,0,0,0,1,deporte,1,5,14,Thursday,March,2022,030322nacional,104386.0,101931.0,7858.0,94073.0
339,2022-03-04,nacional,el ultimo viaje del broy lorenzana,tensa calma se vive en huite zacapa durante las horas funebres de broiner,2,0,0,0.0,0,0,1,1,0,0,1,deporte,1,6,13,Friday,March,2022,030422nacional,97999.0,93534.0,5749.0,87785.0
345,2022-03-05,nacional,mueren por balas perdidas,fallece medico en escuintla y nino resulta herido en carcha por disparo al aire,3,0,2,0.0,0,1,0,0,0,0,0,internacional,1,4,14,Saturday,March,2022,030522nacional,99654.0,97789.0,6655.0,91134.0
348,2022-03-06,nacional,capturada por muerte de su hijo,despues de la investigacion la policia descubre que ingris picon si golpeo a nino y que el no murio por enfermedad,4,0,0,0.0,0,0,3,1,0,0,0,deporte,1,6,21,Sunday,March,2022,030622nacional,99078.0,97234.0,5557.0,91677.0
349,2022-03-07,nacional,carreras de la muerte,competiciones clandestinas y constantes accidentes por imprudencia convierten las calles en zonas de alto riesgo,3,0,1,0.0,1,0,1,0,0,0,0,deporte,0,4,15,Monday,March,2022,030722nacional,105567.0,103169.0,6576.0,96593.0
356,2022-03-08,nacional,accidente de pelicula,trailer explota tras choque con vehiculo madre e hija se salvan de morir en escuintla,4,0,0,0.0,1,0,3,0,0,0,1,nacionales,1,3,15,Tuesday,March,2022,030822nacional,99981.0,97597.0,6796.0,90801.0
363,2022-03-09,nacional,guerra en el cielo,polonia dara aviones de caza a ucrania para que se enfrente a rusos,4,0,1,0.0,0,0,2,1,0,0,0,internacional,1,4,13,Wednesday,March,2022,030922nacional,97324.0,94912.0,8561.0,86351.0
370,2022-03-10,nacional,jovenes en las garras de las maras,sin importar la edad son reclutados de diversas maneras para entregar un telefono y hasta matar,3,0,1,0.0,0,0,2,0,0,0,0,deporte,1,7,16,Thursday,March,2022,031022nacional,101142.0,98753.0,7345.0,91408.0
377,2022-03-11,nacional,acusado de matar a magistrado,despues de 4 anos la policia detiene al huevo por el asesinato del abogado jose arturo sierra gonzalez,4,0,1,0.0,0,0,3,0,0,0,0,modelo,1,5,18,Friday,March,2022,031122nacional,97579.0,93130.0,7073.0,86057.0
384,2022-03-12,nacional,q150 o publico tu foto,detienen a chantajista que atemorizaba a mujer con revelar sus imagenes en redes sociales,3,0,1,0.0,0,0,2,0,0,0,0,nacionales,1,5,14,Saturday,March,2022,031222nacional,99726.0,97839.0,7537.0,90302.0
387,2022-03-13,nacional,petroleo de donde viene y por que sube o baja su precio,desde la comida hasta los gustitos han subido de precio debido al aumento de su costo,5,0,1,0.0,0,3,1,0,0,0,0,modelo,1,12,16,Sunday,March,2022,031322nacional,99669.0,97831.0,7700.0,90131.0
388,2022-03-14,nacional,infierno en la carretera,camion cisterna explota sobre puente en la ruta principal a salama,3,0,2,0.0,1,0,0,0,0,0,0,publicidad externa,1,4,11,Monday,March,2022,031422nacional,105320.0,102934.0,8450.0,94484.0
395,2022-03-15,nacional,terror en el colegio,acribillan a estudiantes al salir de clases,3,0,2,0.0,0,1,0,0,0,0,0,deporte,1,4,7,Tuesday,March,2022,031522nacional,103008.0,100613.0,7711.0,92902.0
402,2022-03-16,nacional,pueblos en guerra,batalla entre ixchiguan y tajumulco suma 3 fallecidos y varios heridos,4,0,2,0.0,0,1,1,0,0,0,0,deporte,1,3,11,Wednesday,March,2022,031622nacional,96105.0,93705.0,12816.0,80889.0
409,2022-03-17,nacional,no aceptamos su asesinato,despiden a estudiante masacrada,3,0,2,0.0,0,0,1,0,0,0,0,deporte,1,4,4,Thursday,March,2022,031722nacional,100514.0,98106.0,10073.0,88033.0
416,2022-03-18,nacional,sobrevive de milagro,salio por zapatos y cuando regresaba su carro quedo prensado entre dos trailers,4,0,1,0.0,2,0,1,0,0,0,0,deporte,1,3,13,Friday,March,2022,031822nacional,97008.0,92475.0,7189.0,85286.0
423,2022-03-19,nacional,busazo deja tres muertos,camioneta que se dirigia a la capital a alta velocidad cae en barranco,4,0,1,0.0,1,0,2,0,0,0,0,modelo,1,4,13,Saturday,March,2022,031922nacional,100818.0,98922.0,7605.0,91317.0
426,2022-03-20,nacional,chamusca frustrada a balazos,hieren a nueve personas y asesinan a una en la cancha de la colonia santa fe,3,0,2,0.0,1,0,0,0,0,0,0,modelo,1,4,16,Sunday,March,2022,032022nacional,98539.0,96690.0,7946.0,88744.0
427,2022-03-21,nacional,goza el barsa y sufre el madrid,los azulgranas golean 4 0 en el santiago bernabeu,4,0,2,1.0,0,1,0,0,0,1,0,internacional,1,7,9,Monday,March,2022,032122nacional,105728.0,103331.0,7920.0,95411.0
434,2022-03-22,nacional,cae por violador x2,nina de 12 anos lo acusa de abusar de ella,3,0,0,0.0,0,0,3,0,0,0,0,modelo,1,4,10,Tuesday,March,2022,032222nacional,98961.0,96553.0,8917.0,87636.0
441,2022-03-23,nacional,abuso contra menores x2,detienen a padres por maltratar a sus hijos,3,0,1,0.0,0,0,2,0,0,0,0,internacional,1,4,8,Wednesday,March,2022,032322nacional,97501.0,95089.0,14391.0,80698.0
448,2022-03-24,nacional,la ahorcan con cable de luz,estaba desaparecida desde el martes pasado,3,0,1,0.0,2,0,0,0,0,0,0,deporte,1,6,6,Thursday,March,2022,032422nacional,99438.0,97013.0,9049.0,87964.0
455,2022-03-25,nacional,mueren comprando cena para papa,el esposo de abigail y padre de jeisel frente a los feretros de sus familiares arrollados por trailer,2,0,1,0.0,1,0,0,0,0,0,1,deporte,1,5,18,Friday,March,2022,032522nacional,97301.0,92877.0,7975.0,84902.0
462,2022-03-26,nacional,ejecutan a chofer de esmeralda,capturan a sicario que fingio ser pasajero para cometer el crimen,3,0,3,0.0,0,0,0,0,0,0,1,internacional,1,5,11,Saturday,March,2022,032622nacional,99952.0,98025.0,8449.0,89576.0
465,2022-03-27,nacional,asi operan los coyotes,como sardinas los migrantes arriesgan la vida en su viaje a estados unidos,4,0,2,0.0,0,0,1,1,0,0,0,deporte,0,4,13,Sunday,March,2022,032722nacional,99262.0,97384.0,6592.0,90792.0
466,2022-03-28,nacional,ataques macabros contra mujeres,decapitan a dos y ya son cuatro las victimas localizadas en 10 dias en sector de la zona 25,3,0,1,0.0,0,0,2,0,0,0,1,publicidad externa,1,4,19,Monday,March,2022,032822nacional,105213.0,102782.0,8268.0,94514.0
473,2022-03-29,nacional,caos en el transporte,quieren aumento y hay pocas unidades para movilizarse,3,0,0,0.0,0,0,3,0,0,0,1,deporte,1,4,8,Tuesday,March,2022,032922nacional,97357.0,94918.0,11277.0,83641.0
480,2022-03-30,nacional,la matan al azar,marero confeso que debia cumplir crimen y su victima fue una empleada bancaria,4,0,1,0.0,0,0,2,1,0,0,0,internacional,1,4,13,Wednesday,March,2022,033022nacional,97240.0,94694.0,5391.0,89303.0
487,2022-03-31,nacional,operativo contra mareros salvadorenos,fuerzas de seguridad de guatemala vigilan la frontera,3,0,0,0.0,0,0,2,1,0,0,0,internacional,1,4,8,Thursday,March,2022,033122nacional,98238.0,95689.0,1565.0,94124.0
494,2022-04-01,nacional,combate a mareros en la frontera,persecucion ha empujado a los pandilleros de barrio 18 a huir a guatemala,3,0,1,0.0,0,0,0,2,0,0,0,deporte,1,6,13,Friday,April,2022,040122nacional,97341.0,92862.0,19683.0,73179.0
501,2022-04-02,nacional,lobos del aire,drones de la policia han contribuido a la captura de criminales,3,0,1,0.0,0,0,2,0,0,0,1,internacional,1,3,11,Saturday,April,2022,040222nacional,97118.0,95199.0,6110.0,89089.0
504,2022-04-03,nacional,piden perdon de rodillas,pobladores de santa cruz del quiche azotan a involucrados en desaparicion de joven,3,0,0,0.0,1,1,1,0,0,0,0,modelo,1,4,13,Sunday,April,2022,040322nacional,98441.0,96586.0,6773.0,89813.0
505,2022-04-04,nacional,caos en la autopista,recorridos en carreteras son de horas en los dias previos a la semana santa,3,0,1,1.0,0,0,1,0,0,0,0,publicidad externa,1,4,14,Monday,April,2022,040422nacional,103268.0,100852.0,7815.0,93037.0
512,2022-04-05,nacional,al servicio del crimen,taxistas sin autorizacion son denunciados por asaltos y otros por transportar armas droga y hasta cadaveres,3,0,1,0.0,0,0,2,0,0,0,0,deporte,1,4,16,Tuesday,April,2022,040522nacional,97577.0,95135.0,7603.0,87532.0
519,2022-04-06,nacional,capturado se escondia en el pais,lider de la mara 18 escapo de el salvador para refugiarse en la zona 5,3,0,0,0.0,0,2,0,1,0,0,0,internacional,1,6,15,Wednesday,April,2022,040622nacional,95835.0,93276.0,11103.0,82173.0
526,2022-04-07,nacional,te pido que cuides a mis hijos,muere segundo bombero forestal que quedo atrapado en incendio,4,0,0,0.0,0,2,1,1,0,0,0,deporte,1,7,9,Thursday,April,2022,040722nacional,97714.0,95311.0,6508.0,88803.0
533,2022-04-08,nacional,duerme con los muertos,capturan por segunda vez a enrique paredes por profanar tumbas en el cementerio de chicacao suchitepequez,3,0,1,0.0,0,0,2,0,0,0,0,internacional,1,4,16,Friday,April,2022,040822nacional,96818.0,92394.0,5532.0,86862.0
540,2022-04-09,nacional,capturan a riki martin,repartidor de gas es senalado por nino de haberlo violado,3,0,0,0.0,0,0,3,0,0,0,0,internacional,1,4,10,Saturday,April,2022,040922nacional,96976.0,95078.0,6709.0,88369.0
543,2022-04-10,nacional,jesus nazareno del consuelo,procesion de la recoleccion recorre las calles del centro historico,4,0,0,0.0,1,2,1,0,0,0,0,deporte,0,4,10,Sunday,April,2022,041022nacional,98077.0,96218.0,4200.0,92018.0
544,2022-04-11,nacional,atrapados en las carreteras,conozca los distintos sectores del pais donde ocurren congestionamientos que pueden atrasar su viaje,3,0,1,0.0,0,0,2,0,0,0,0,publicidad externa,1,4,14,Monday,April,2022,041122nacional,102530.0,100117.0,10119.0,89998.0
551,2022-04-12,nacional,unidos contra pandillas,ministros de guatemala y el salvador se reunen para coordinar la guerra contra los mareros,3,0,1,0.0,0,0,1,1,0,0,0,internacional,1,3,15,Tuesday,April,2022,041222nacional,93924.0,91513.0,1237.0,90276.0
558,2022-04-13,nacional,13 anos clamo por su mama,maria se perdio en la capital cuando tenia 9 anos ayer ambas se reencontraron en baja verapaz,3,0,0,1.0,0,0,2,0,0,0,0,publicidad externa,1,6,17,Wednesday,April,2022,041322nacional,92117.0,87576.0,7649.0,79927.0
565,2022-04-14,nacional,muere en la cola,en fila de vehiculos de 13 kilometros intenso calor causa muerte de enfermo renal,3,0,1,0.0,1,1,0,0,0,0,0,internacional,1,4,14,Thursday,April,2022,041422nacional,83993.0,81544.0,13097.0,68447.0
571,2022-04-17,nacional,se salva de morir en la cruz,hombre se salva de tocar cables del tendido electrico durante viacrucis,3,0,0,0.0,0,3,0,0,0,0,0,modelo,1,7,11,Sunday,April,2022,041722nacional,90147.0,88013.0,12263.0,75750.0
572,2022-04-18,nacional,kilometricas colas,veraneantes sufren por congestionamientos al volver de sitios turisticos en semana santa,2,0,0,0.0,0,0,2,0,0,0,0,publicidad externa,1,2,12,Monday,April,2022,041822nacional,101917.0,99273.0,7510.0,91763.0
579,2022-04-19,nacional,golpiza por robar par de zapatos,ladron pide perdon luego de ser capturado,4,0,1,0.0,0,2,1,0,0,0,0,deporte,1,6,7,Tuesday,April,2022,041922nacional,95620.0,93186.0,8672.0,84514.0
586,2022-04-20,nacional,caceria de mareros,autoridades han detenido a 16 delincuentes que huyeron de el salvador,3,0,0,0.0,1,0,2,0,0,0,0,internacional,1,3,11,Wednesday,April,2022,042022nacional,95999.0,93547.0,13006.0,80541.0
593,2022-04-21,nacional,llega en defensa y tambien la capturan,mujer fue detenida cuando intentaba salva a su hijo de la aprehension de la policia,3,0,0,0.0,0,0,2,1,0,0,0,publicidad externa,1,7,15,Thursday,April,2022,042122nacional,98795.0,95848.0,10679.0,85169.0
600,2022-04-22,nacional,muere por visitar a su novia,joven fue advertido antes de semana santa de que no llegara a el limon zona 18,3,0,1,0.0,0,0,1,1,0,0,0,internacional,1,6,16,Friday,April,2022,042222nacional,97084.0,93371.0,7887.0,85484.0
607,2022-04-23,nacional,querian vender nino en q500,capturadas compradora y vendedora de menor,4,0,4,0.0,0,0,0,0,0,0,0,modelo,1,5,6,Saturday,April,2022,042322nacional,99639.0,97652.0,10261.0,87391.0
610,2022-04-24,nacional,encuentran muerto a exabogado de pappa,estaba en su celda se sospecha que fue por sobredosis de drogas,3,0,1,0.0,0,1,1,0,0,0,0,internacional,0,6,12,Sunday,April,2022,042422nacional,98957.0,97060.0,7313.0,89747.0
611,2022-04-25,nacional,torturaban a nino,madre y su pareja van a la carcel mientras menor se recupera en hospital,3,0,3,0.0,0,0,0,0,0,0,0,publicidad externa,1,3,14,Monday,April,2022,042522nacional,102228.0,99752.0,6825.0,92927.0
618,2022-04-26,nacional,asesinada mientras preparaba cena,encapuchados matan a madre de familia en su cocina,3,0,2,0.0,0,0,1,0,0,0,0,internacional,1,4,9,Tuesday,April,2022,042622nacional,95580.0,92820.0,7878.0,84942.0
