Unnamed: 0,fecha,region,titulo,subtitular,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional,modelo_portada,especial,publicidad,contraportada,modelo,palabras_titulo,palabras_st,day,month,year,id,envio_total,cobrable,devuelto,vendido
1628,2022-10-31,nacional,rescatan a 14 mujeres  de un bar,las obligaban a prostituirse capturan a trabajadores y descubren cuartos secretos detrás de espejos,4,0,3,0.0,0,0,1,0,0,0,1,deporte,1,7,14,Monday,October,2022,103122nacional,97054.0,94572.0,4731.0,89841.0
1635,2022-11-01,nacional,los difuntos perdidos,algunas tumbas de los fallecidos por covid 19 solo cuentan con numeros otras con cruces,3,0,1,0.0,0,0,2,0,0,0,1,deporte,1,3,15,Tuesday,November,2022,110122nacional,81508.0,79118.0,13776.0,65342.0
1642,2022-11-02,nacional,formacion en carrera de las ánimas,mas de 40 jinetes recorrieron la pista ubicada en el campo ken shinaj,3,0,0,1.0,0,0,2,0,1,0,1,deporte,1,6,13,Wednesday,November,2022,110222nacional,90438.0,87977.0,13523.0,74454.0
1649,2022-11-03,nacional,lisa azota con vientos y lluvias,la tormenta tropical hizo sentir su feria en belice donde desprendio los techos ed las casas mientras en peten evacuaron a 95 personas y en izabal los aguaceros no cesan,4,0,2,0.0,0,1,1,0,0,0,1,deporte,1,6,30,Thursday,November,2022,110322nacional,90515.0,88041.0,10742.0,77299.0
1656,2022-11-04,nacional,salio a bailar y encuentra la muerte,un hombre llamo a los padres de una joven y les conto que su hija estaba fallecida al llegar la hallaron desmebrada,4,0,3,0.0,0,0,1,0,0,0,1,deporte,1,7,22,Friday,November,2022,110422nacional,90087.0,84490.0,8848.0,75642.0
1663,2022-11-05,nacional,mujer muere protegiendo a su bebe,mujer cae de moto y la arrolla camion,4,0,2,0.0,1,0,1,0,0,0,1,deporte,1,6,8,Saturday,November,2022,110522nacional,89318.0,87302.0,7772.0,79530.0
1664,2022-11-06,nacional,tragedia en pulman,piloto nicaraguenses perece en ataque directo luego de ignorar el alto que le hicieron sicarios,4,0,1,2.0,0,0,0,1,0,0,1,internacional,1,3,15,Sunday,November,2022,110622nacional,92675.0,90702.0,8138.0,82564.0
1665,2022-11-07,nacional,investigan sismos y retumbos,angustia y temor en cinco zonas de villa nueva instrumentos confirman temblores pero no tectonicos,3,0,0,0.0,1,0,2,0,0,0,1,deporte,1,4,15,Monday,November,2022,110722nacional,96073.0,93573.0,7839.0,85734.0
1672,2022-11-08,nacional,aguas subterraneas socavan villanueva,geologo e ingenieros descubren posibles causas de los retumbos y temblores del municipio,3,0,1,0.0,1,1,0,0,0,0,1,deporte,1,4,13,Tuesday,November,2022,110822nacional,88667.0,85834.0,9212.0,76622.0
1679,2022-11-09,nacional,taxistas golpeados por la delicuencia,los ataques están ligados al acoso de pandilleros cobro de extorsiones y proliferacion de servicios piratas,4,0,1,0.0,1,1,1,0,1,0,1,deporte,1,5,16,Wednesday,November,2022,110922nacional,89188.0,86695.0,14211.0,72484.0
1686,2022-11-10,nacional,preso se fuga cuando iba al medico,recluso aprovecho el momento en que era trasladado para desarmar al custodio y huir con sus complices,4,1,0,0.0,2,1,0,0,0,0,1,deporte,1,7,17,Thursday,November,2022,111022nacional,89871.0,87391.0,9434.0,77957.0
1693,2022-11-11,nacional,batalla contra secuestradores,en 2022 las autoridades han desarticulado 4 bandas y capturado a 21 maleantes ayer apresaron a 3 mas,4,0,1,0.0,0,2,1,0,0,0,1,deporte,1,3,18,Friday,November,2022,111122nacional,92850.0,87287.0,11111.0,76176.0
1700,2022-11-12,nacional,abusadas en la busqueda del sieño americano,seis de cada 10 mujeres migrantes sufren violencia sexual en su camino a estados unidos,4,0,2,0.0,0,1,0,1,0,0,1,deporte,1,7,15,Saturday,November,2022,111222nacional,88783.0,86582.0,7948.0,78634.0
1701,2022-11-13,nacional,recibe a balazos a policias,agente se embola en su dia de descanso y dispara al aire cuando otros elementos acuden al llamado de vecinos los ataca,4,0,1,0.0,1,1,1,0,0,0,1,internacional,1,5,22,Sunday,November,2022,111322nacional,91512.0,89547.0,8740.0,80807.0
1702,2022-11-14,nacional,naufragio en atitlan,en santa cruz la laguna volcó una embarcación con 22 pasajeros entre ellos 18 integrantes de un equipo de futbol ninguno salio herido,4,0,0,0.0,1,2,1,0,0,0,1,deporte,1,3,23,Monday,November,2022,111422nacional,116017.0,113533.0,15155.0,98378.0
1709,2022-11-15,nacional,terror en bus,pasajeros vivieron momentos de angustia cuando una persona disparó contra tres asaltantes mata a dos y una mujer logra huir,4,1,2,0.0,0,0,1,0,0,0,1,publicidad externa,1,3,20,Tuesday,November,2022,111522nacional,103958.0,101487.0,14128.0,87359.0
1716,2022-11-16,nacional,violada y asesinada,vendedora de loteria tenia 28 años de recorrer los callejones de la terminal apareció muerta en el sector de la bananera con señales de haber sido ultrajada,4,0,2,0.0,1,1,0,0,0,0,1,internacional,1,3,27,Wednesday,November,2022,111622nacional,101968.0,99482.0,19985.0,79497.0
1723,2022-11-17,nacional,mata a su esposa con un hacha cuando dormía,le prometió dejar los celos y ella acepto luego la asesina y despues se quita la vida,4,0,2,0.0,0,1,1,0,0,0,1,deporte,1,9,17,Thursday,November,2022,111722nacional,98469.0,95829.0,10886.0,84943.0
1730,2022-11-18,nacional,perdidas millonarias,autoridades inician desalojo de transportistas que suman tres dias bloqueando caminos y dañando la economia del pais,4,0,0,0.0,0,1,2,1,0,0,1,deporte,1,2,17,Friday,November,2022,111822nacional,98285.0,92677.0,12744.0,79933.0
1737,2022-11-19,nacional,vuelca por evitar bloqueos,debido a los cierres de los transportistas un autobus se accidenta en ruta alterna dejando 23 personas heridas,5,0,2,0.0,1,1,1,0,0,0,1,deporte,1,4,18,Saturday,November,2022,111922nacional,89764.0,87748.0,8094.0,79654.0
1738,2022-11-20,nacional,guatemala se ilumina con la navidad,familias chapinas se unen para presenciar la inaugaracion del arbol,3,0,0,1.0,0,1,1,0,0,1,1,deporte,1,6,10,Sunday,November,2022,112022nacional,91671.0,89692.0,7421.0,82271.0
1739,2022-11-21,nacional,1767 muertes por accidentes de transito,la mayoria de victimas han sido joveens de entre 20 y 34 años distraidos por el celular según el departamento de transito de la pnc,4,0,1,0.0,2,0,1,0,0,1,1,deporte,1,6,25,Monday,November,2022,112122nacional,97219.0,94729.0,8939.0,85790.0
1746,2022-11-22,nacional,los reciben a balazos,diez agentes de la pnc fueron atacados con arma de fuego por un grupo de pobladores que intimidaban a otros vecinos de purulhá,3,0,3,0.0,0,0,0,0,0,1,1,deporte,1,4,23,Tuesday,November,2022,112222nacional,95912.0,93426.0,10208.0,83218.0
1753,2022-11-23,nacional,trailer choca dos vehiculos y se va al rio,el transporte pesado volcó al final de la cuesta de villalobos el producto quedo esparcido en el area,4,0,3,0.0,1,0,0,0,0,1,1,deporte,1,9,18,Wednesday,November,2022,112322nacional,95519.0,93015.0,13272.0,79743.0
1760,2022-11-24,nacional,carcel de por vida en estados unidos,el guatemalteco erick ottoniel obando es hallado culpable de matar a un artista en richmond virgina en 2018,5,0,3,0.0,0,1,0,1,0,1,1,deporte,1,7,18,Thursday,November,2022,112422nacional,96549.0,94045.0,9612.0,84433.0
1767,2022-11-25,nacional,congelan precio en la terminal,el comité vendedores asegura que no subira el costo de los productos de la temporada navideña,4,0,2,0.0,0,0,1,1,0,1,1,deporte,1,5,16,Friday,November,2022,112522nacional,95031.0,89230.0,10460.0,78770.0
1774,2022-11-26,nacional,muere intentando defender a pasajeros,usuarios recibe balazos de tres delicuentes que iban a asaltar un bus,4,0,2,0.0,0,0,2,0,0,1,1,deporte,1,5,12,Saturday,November,2022,112622nacional,89763.0,87702.0,10346.0,77356.0
1775,2022-11-27,nacional,encuentran q3565 mil dentro de maquinitas ilegales,niños y adultos esperan que la suerte les llegue mientras dueños de traganiquel disfrutan jugosas ganancias,4,0,1,0.0,1,1,1,0,0,1,1,deporte,1,7,16,Sunday,November,2022,112722nacional,90943.0,88960.0,7103.0,81857.0
1776,2022-11-28,nacional,alerta en frontera con Honduras,se implementa un cerco fronterizo para evitar que pandillas se escondian en nuestro pais,4,0,1,0.0,0,2,0,1,0,1,1,deporte,1,5,14,Monday,November,2022,112822nacional,96327.0,93765.0,9313.0,84452.0
1783,2022-11-29,nacional,invesion de pandillas en la mira,operativos contra marerors en honduras y el salvador empujan a la ms y barrio 18 a disputar territorios en guatemala,3,0,1,0.0,0,0,1,1,0,1,1,internacional,1,6,20,Tuesday,November,2022,112922nacional,94022.0,91438.0,6863.0,84575.0
1790,2022-11-30,nacional,muere asaltando en la roosevelt,conductor que evita atraco y mata a ladron que operaba en el sector junto con su banda,4,0,2,0.0,1,0,1,0,0,1,1,deporte,1,5,17,Wednesday,November,2022,113022nacional,93924.0,91305.0,2636.0,88669.0
1797,2022-12-01,nacional,madrugan para conseguir espacio en la escuela,padres de familia hacen largas filas para inscribir a sus hijos en el ciclo escolar 2023,4,0,1,1.0,0,1,1,0,0,1,1,deporte,1,7,16,Thursday,December,2022,120122nacional,95983.0,93376.0,23628.0,69748.0
1804,2022-12-02,nacional,explotan cajero automatico,criminales estallan granada para intentar sustraer dinero pero no logran su objetivo,4,0,2,1.0,0,1,0,0,0,1,1,deporte,1,3,12,Friday,December,2022,120222nacional,94526.0,88934.0,9376.0,79558.0
1811,2022-12-03,nacional,capturan a enfermero por violacion,trabajador del hospital roosevelt es acusado de abusar sexualmente de una adolescente de 15 años que se encontraba en la sala de cuidados intensivos,4,0,3,1.0,0,0,0,0,0,1,1,deporte,1,5,24,Saturday,December,2022,120322nacional,89975.0,87707.0,9284.0,78423.0
1812,2022-12-04,nacional,papa recibe nacimiento guatemalteco,pesebre elaborado por artesanos chapines se lucira durante temporada navideña en el vaticano,4,0,0,0.0,1,2,0,1,0,1,1,deporte,1,4,13,Sunday,December,2022,120422nacional,91365.0,89337.0,7676.0,81661.0
1813,2022-12-05,nacional,accidentes se disparan,convivios y alta velocidad han causado 61 percances de transito en el area metropolitana en chiquimula 2 personas mueren y 4 resultan heridas,4,0,1,0.0,1,1,1,0,0,1,1,deporte,1,3,23,Monday,December,2022,120522nacional,97230.0,94650.0,10329.0,84321.0
1820,2022-12-06,nacional,escena del terror,una pareja de esposos y su hija de unos 3 años fueron localizados muertos a causa de heridas de arma blanca estaban dentro de una tienda en la zona 11,3,1,1,0.0,0,0,1,0,0,1,1,deporte,1,3,30,Tuesday,December,2022,120622nacional,93503.0,90830.0,8477.0,82353.0
1827,2022-12-07,nacional,temperaturas bajo cero,los campos en el occidente del pais registran heladas que amenazan los cultivos,3,0,1,0.0,0,1,1,0,0,1,1,modelo,1,3,13,Wednesday,December,2022,120722nacional,93400.0,90744.0,10357.0,80387.0
1834,2022-12-08,nacional,16 años de prision,tribunal encuentra culpables a otto perez y a roxana baldetti de dos delitos en el caso la linea y les impone una multa de mas de q8 millones aun deben responder por otros señalamientos,4,1,1,0.0,1,1,0,0,0,1,1,deporte,1,4,34,Thursday,December,2022,120822nacional,96495.0,93895.0,8371.0,85524.0
1841,2022-12-09,nacional,hallan cuerpo en tonel,recipiente se cae y se desplaza 300 metros en su recorrido va dejando restos humanos entre la cabeza,4,0,4,0.0,0,0,0,0,0,1,1,deporte,1,4,18,Friday,December,2022,120922nacional,91264.0,85395.0,10501.0,74894.0
1848,2022-12-10,nacional,explota y muere calcinado,piloto de pipa pierde la vida entre las llamas causadas por el derrame de combustible,4,0,2,0.0,1,1,0,0,0,1,1,deporte,1,4,15,Saturday,December,2022,121022nacional,89571.0,87441.0,8283.0,79158.0
1849,2022-12-11,nacional,le disparan con fusil,un hombre de salir de su trabajo cuando unos criminales a bordo de un picop se le atravesaron en el camino y lo atacaron hasta darle muerte,3,0,1,0.0,1,0,1,0,0,1,1,deporte,1,4,27,Sunday,December,2022,121122nacional,92326.0,89359.0,7312.0,82047.0
1850,2022-12-12,nacional,capturan a 7 mareros por violar a mujer y matar a su novio,una pareja entra a un parqueo y es sorprendida por supuestos pandilleros rivales quienes abusan de la joven y asesinan al muchacho  todos son capturados,3,0,1,0.0,0,0,2,0,0,1,1,deporte,1,13,25,Monday,December,2022,121222nacional,103309.0,3473.0,1807.0,1666.0
1857,2022-12-13,nacional,se visten de policias y asesinan a mecanico,camaras de seguridad de taller revelan que hombres con uniformes de la pnc matan a dueño de negocio y a su ayudante,2,0,1,0.0,1,0,0,0,0,1,1,deporte,1,8,22,Tuesday,December,2022,121322nacional,88672.0,86118.0,8639.0,77479.0
1864,2022-12-14,nacional,argentina va a la final,un gol de messi y doblete de julian alvarez le dan el triunfo a la albiceleste espera por francia o marruecos,3,0,0,1.0,0,1,1,0,0,1,1,modelo,1,5,21,Wednesday,December,2022,121422nacional,92600.0,90045.0,13315.0,76730.0
1871,2022-12-15,nacional,choque de gigantes,mbappe y messi se citan en la gran final del mundial entre francia y argentina del proximo dominio,3,0,0,1.0,0,2,0,0,0,1,1,deporte,1,3,18,Thursday,December,2022,121522nacional,90755.0,88163.0,9855.0,78308.0
1878,2022-12-16,nacional,pesadilla en la casa del infierno,luego de remover el piso de una vivienda abandonada en la zona 18 las autoridades localizaron a siete personas asesinadas los supuestos autores son pandilleros,3,0,1,1.0,0,1,0,0,0,1,1,deporte,1,6,25,Friday,December,2022,121622nacional,90348.0,84619.0,8347.0,76272.0
1885,2022-12-17,nacional,el barrio del miedo,la barrio 18 se apodero de la colonia lomas de santa faz y la convirtio en territorio de tortura asesinato y distribucion de drogas vecinos narran en el anonimato el terror que viven dia a dia en este sector,4,0,3,0.0,0,0,1,0,0,1,1,deporte,1,4,39,Saturday,December,2022,121722nacional,89493.0,87357.0,8523.0,78834.0
1886,2022-12-18,nacional,asesinado en calle donde dormia de niño,hombre fue atacado cuando iba a entregar la manutencion de sus hijos,3,0,1,0.0,1,1,0,0,0,1,1,deporte,1,7,12,Sunday,December,2022,121822nacional,91494.0,88498.0,9879.0,78619.0
1887,2022-12-19,nacional,en la cima del mundo,argentina de la mano de lionel messi se corona campeon ante francia,3,0,0,2.0,1,0,0,0,0,1,1,deporte,1,5,12,Monday,December,2022,121922nacional,104904.0,3478.0,1727.0,1751.0
1894,2022-12-20,nacional,fuego arrasa con 42 viviendas,incendio destruye residencias construidas con madera y lamina mientras afectados buscan sacar algunas pertenencias para perderlo todo,4,0,2,1.0,0,1,0,0,0,0,1,deporte,1,5,17,Tuesday,December,2022,122022nacional,88851.0,86139.0,7854.0,78285.0
1901,2022-12-21,nacional,la bajada de la muerte,piloto de cisterna no logra frenar y muere al impactar a gran velocidad contra varias motos y vehiculos en la cuesta villalobos,3,0,0,0.0,2,1,0,0,0,0,1,deporte,1,5,22,Wednesday,December,2022,122122nacional,89618.0,86923.0,10216.0,76707.0
1908,2022-12-22,nacional,pelean a balazos por droga en avion,traficantes aterrizan en la playa y al ser descubiertos se enfrentan a autoridades abandonan cargamento armas y lanchas,3,0,2,0.0,0,1,0,0,0,0,1,deporte,1,7,18,Thursday,December,2022,122222nacional,88983.0,86391.0,8848.0,77543.0
1915,2022-12-23,nacional,313 muertos enterrados en el olvido,211 adultos y 102 niños que murieron de diversas formas fueron sepultados este año como xx y nadie adornara sus tumbas,3,0,1,1.0,0,1,0,0,0,0,1,deporte,1,6,21,Friday,December,2022,122322nacional,90416.0,85168.0,10035.0,75133.0
1922,2022-12-24,nacional,hoy nace nace el rey,nos dio a su hijo pudo cubrilo de oro y poder pero eligio para el un hogar humilde para que conquistara los desafio y corazones de la humanidad celebramos el naicmiento de jesus y nos preparamos para arroparlo en nuestro corazon,2,0,0,0.0,0,1,1,0,0,1,1,deporte,1,5,41,Saturday,December,2022,122422nacional,85417.0,83275.0,8496.0,74779.0
1923,2022-12-26,nacional,accidente mortal,la mañana de navidad inicio con un choque entre tres vehiculos que dejo a una enfermera fallecida,4,0,0,0.0,1,0,0,3,0,0,1,internacional,1,2,17,Monday,December,2022,122622nacional,95379.0,92827.0,11445.0,81382.0
1930,2022-12-27,nacional,mas de 300 accidentes en tres dias,exxceso de velocidad y conducir bajo efectos de licor principales causas de los percances en que murieron  6 personas y 181 quedaron heridad,4,0,1,0.0,2,0,1,0,0,0,1,deporte,1,7,23,Tuesday,December,2022,122722nacional,85847.0,83286.0,8878.0,74408.0
1937,2022-12-28,nacional,encontronazo mortal,el ganadero marlon pineda viajaba en su carro bllindado y fue embestido por un trailer cuyo chofer escapo,3,0,1,0.0,2,0,0,0,1,0,1,deporte,1,2,18,Wednesday,December,2022,122822nacional,86459.0,83901.0,12404.0,71497.0
1944,2022-12-29,nacional,estados unidos pide su caprtura,dos alcalces dos diputados son vinculados al narcotrafico y por eso el ministerio publico solicito retirarles la inmunidad para deternerlos y enviarlos al pais del norte,3,1,1,0.0,1,0,0,0,0,0,1,deporte,1,5,26,Thursday,December,2022,122922nacional,87149.0,84598.0,9328.0,75270.0
1951,2022-12-30,nacional,hasta siempre o rei,el brasileño pele campeon del mundo en 1959 1962 1970 considerado por muchos el mejor futbolista de todos los tiempos fallece a los 82 años,3,0,1,1.0,0,0,1,0,0,0,1,deporte,1,4,25,Friday,December,2022,123022nacional,90783.0,86024.0,7429.0,78595.0
1958,2022-12-31,nacional,amanece en 2023,siembra tu esfuerzo cosecha tus fruto,1,0,0,0.0,0,0,1,0,0,1,1,deporte,1,3,6,Saturday,December,2022,123122nacional,82294.0,80201.0,3608.0,76593.0
1959,2023-01-02,nacional,en el mar la vida es mas sabrosa,decenas de viajeros se movilizaron a las playas del pais para recibir el ano 2023,4,0,1,0.0,1,0,2,0,0,0,1,deporte,0,8,15,Monday,January,2023,010223nacional,87908.0,85330.0,15633.0,69697.0
1966,2023-01-03,nacional,ciudad peronia llora la muerte de genesis,tres hermanos son los presuntos responsables del asesinato de nina de 7 anos,3,0,1,0.0,1,1,0,0,0,0,1,deporte,0,7,13,Tuesday,January,2023,010323nacional,83431.0,80870.0,7392.0,73478.0
1973,2023-01-04,nacional,masiva despedida a genesis,la comunidad entera de ciudad peronia acudio al funeral de la nina  los tres senalados de asesinarla ingresan a prision,3,0,0,0.0,0,3,0,0,0,0,1,deporte,1,4,20,Wednesday,January,2023,010423nacional,85149.0,82560.0,9944.0,72616.0
1980,2023-01-05,nacional,choca con bufalo y muere,hombre impacta su moto contra el animal  que caminaba en la carretera,3,0,0,0.0,2,1,0,0,0,0,1,deporte,1,5,12,Thursday,January,2023,010523nacional,88415.0,85831.0,10380.0,75451.0
1987,2023-01-06,nacional,captura de hijo del “chapo” desata la guerra,complices de ovidio guzman responden con tiros  bloqueos y danos en sinaloa  mexico,3,0,0,0.0,0,2,0,1,0,0,1,deporte,1,8,13,Friday,January,2023,010623nacional,87865.0,82670.0,8413.0,74257.0
1994,2023-01-07,nacional,29 muertos y 35 heridos y 35 heridos por captura de hijo del “chapo”,entre los fallecidos hay un coronel  alerta en san marcos y huehuetenango,4,0,0,0.0,0,3,0,1,0,0,1,deporte,1,14,12,Saturday,January,2023,010723nacional,88391.0,86243.0,8274.0,77969.0
1995,2023-01-08,nacional,incendio arrebata la vida a abuelo,oscar ochoa de 86 anos quedo atrapado por las llamas en el dormitorio vivia solo y trbajaba en su taller de mecanica,4,0,0,0.0,0,3,0,1,0,0,1,deporte,1,6,22,Sunday,January,2023,010823nacional,88635.0,86565.0,10268.0,76297.0
1996,2023-01-09,nacional,se ensanan contra mujeres,las dejan en su cama a una estrangulada y a otra degollada en villa nueva sospechan de sus parejas,4,0,1,0.0,0,2,0,1,0,0,1,deporte,1,4,19,Monday,January,2023,010923nacional,92843.0,90235.0,5788.0,84447.0
2003,2023-01-10,nacional,temor en jocotenango,ante los hechos armados la poblacion no quiere salir a las calles incluso los repartidores a domicilio,3,1,2,0.0,0,0,0,0,0,0,1,deporte,1,3,17,Tuesday,January,2023,011023nacional,87809.0,85215.0,9727.0,75488.0
2010,2023-01-11,nacional,canche heredia amenazaba a una mujer,se busca a hombr4e que aountaba con un misil a policias,4,0,2,0.0,1,1,0,0,0,0,1,publicidad propia,1,6,11,Wednesday,January,2023,011123nacional,86352.0,83745.0,4846.0,78899.0
2017,2023-01-12,nacional,marero queria escapar de su pais en caja de muerto,un peligroso pandillero  con tal de no ser descubierto  era transportado hacia guatemala  pero la pnc de el salvador logro su detencion,4,1,0,0.0,0,2,1,0,0,0,1,deporte,1,10,22,Thursday,January,2023,011223nacional,87888.0,85281.0,15321.0,69960.0
2024,2023-01-13,nacional,510 asaltos en casas en 2022,bandas criminales han evolucionado y ahora se dedican al saqueo de viviendas; lo mas apetecible son joyas  dinero  computadoras y telefonos,4,0,1,1.0,0,2,0,0,0,0,1,deporte,1,6,21,Friday,January,2023,011323nacional,85981.0,80384.0,8586.0,71798.0
2031,2023-01-14,nacional,encuentran mas restos humanos en casa del terror,en una vivienda de santa faz  zona 18  hallan huesos  analizaran si son de los siete cuerpos que ya se habian ubicado o de nuevas victimas,4,0,1,0.0,0,3,0,0,0,0,1,deporte,1,8,26,Saturday,January,2023,011423nacional,85191.0,82961.0,8086.0,74875.0
2032,2023-01-15,nacional,mas de un millon circularan,autoridades de transito del departamento de guatemala recomiendan salir media hora antes a partir de manana  pues se preve que comiencen clases en universidades y colegios privados,4,0,1,0.0,0,3,0,0,0,0,1,deporte,1,5,27,Sunday,January,2023,011523nacional,87226.0,85164.0,7862.0,77302.0
2033,2023-01-16,nacional,un millon de estudiantes vuelven al colegio,alumnos del sector privado empiezan hoy las clases presenciales en al menos 4 mil 700 centros educativos de todo el pais,3,0,0,1.0,0,2,0,0,0,0,1,deporte,1,7,21,Monday,January,2023,011623nacional,94741.0,92150.0,9192.0,82958.0
2040,2023-01-17,nacional,117 temblores al dia,enjambre sismico afecta a comunidades de jutiapa desde el domingo  la mayoria teme que sus casas se terminen de desplomar p,4,0,0,0.0,1,2,1,0,0,0,1,deporte,1,4,21,Tuesday,January,2023,011723nacional,87330.0,84758.0,10195.0,74563.0
2047,2023-01-18,nacional,16 mujeres van asesinadas en el 2023,comenzando el ano  siguen los hechos de violencia  uno de los ultimos casos es el de una madre que iba al mercado,3,0,1,0.0,0,1,1,0,0,0,1,modelo,1,7,22,Wednesday,January,2023,011823nacional,86948.0,84369.0,11048.0,73321.0
2054,2023-01-19,nacional,incautan lanzacohetes y arsenal pesado al narco,armas de alto poder  asi como drogas y dinero fueron decomisados a la organizacion de wicho veneno  donde tambien vinculan a seis policias,3,0,0,0.0,0,2,1,0,0,0,1,deporte,1,7,23,Thursday,January,2023,011923nacional,87285.0,84776.0,9678.0,75098.0
2061,2023-01-20,nacional,cae violador de nino,abusa de menor aprovechando la amistad que tenia con el hermano  tambien le encuentran material pornografico,3,0,0,0.0,0,2,1,0,0,0,1,deporte,1,4,16,Friday,January,2023,012023nacional,85617.0,80115.0,7683.0,72432.0
2068,2023-01-21,nacional,se salva de morir quemado,piloto estuvo a punto de arder entre las llamas que consumieron su trailer en la ruta al pacifico,4,1,0,0.0,1,1,1,0,0,0,1,modelo,1,5,18,Saturday,January,2023,012123nacional,84969.0,82920.0,7998.0,74922.0
2069,2023-01-22,nacional,explota guerra en santa catarina ixtahiacan y nahuala,conflicto se agudiza y afecta a varias familias  han incendiado 5 casas y 4 vehiculos en enfrentamientos,4,0,0,0.0,2,2,0,0,0,0,1,deporte,0,8,17,Sunday,January,2023,012223nacional,87645.0,85648.0,8362.0,77286.0
2070,2023-01-23,nacional,le quitan la cabeza,en un enfrentamiento en el centro preventivo de la zona 18 decapitaron a alias “danger” y “chaparro”  sindican a cinco reos del hecho p,4,0,1,0.0,1,2,0,0,0,0,1,deporte,1,4,24,Monday,January,2023,012323nacional,92072.0,89577.0,8197.0,81380.0
2077,2023-01-24,nacional,muere alvaro colom,expresidente de guatemala (2008-2012 fallece en su casa a causa de quebrantos de salud,4,1,0,0.0,0,3,0,0,0,0,1,deporte,1,3,14,Tuesday,January,2023,012423nacional,84995.0,82261.0,6543.0,75718.0
2084,2023-01-25,nacional,26 anos sirviendo a nuestros lectores,producimos contenidos que informan  educan y entretienen  ¡muchas gracias or tu referencia!,2,0,0,0.0,0,1,1,0,0,0,1,deporte,1,6,12,Wednesday,January,2023,012523nacional,93632.0,88937.0,11081.0,77856.0
2091,2023-01-26,nacional,simulan asalto y roban q5 millones,cuatro empleados de una empresa de valores  como en las peliculas  actuaron un robo y se llevaron el botin que debian custodiar,3,0,0,0.0,1,2,0,0,0,0,1,deporte,1,6,22,Thursday,January,2023,012623nacional,87421.0,84924.0,9807.0,75117.0
2098,2023-01-27,nacional,nina se opone a robo y le disparan,menor de 13 anos resulta con dos heridas de bala cuando tres asaltantes ingresan a su vivienda,3,0,0,1.0,2,0,0,0,0,0,1,deporte,1,8,17,Friday,January,2023,012723nacional,86579.0,81091.0,7905.0,73186.0
2105,2023-01-28,nacional,terror en centrasur,usuarios sufren panico en medio de balas  por enfrentamiento entre agentes de seguridad que se oponen a un asalto  dos guardias mueren,4,0,0,0.0,2,2,0,0,0,0,1,deporte,1,3,22,Saturday,January,2023,012823nacional,86124.0,84065.0,4998.0,79067.0
2106,2023-01-29,nacional,noche de terror,asesinan a cuatro jovenes frente a tienda pnc investiga si fue rivalidad entre pandillas,4,0,1,0.0,0,3,0,0,0,0,1,deporte,1,3,14,Sunday,January,2023,012923nacional,87848.0,85830.0,8147.0,77683.0
2107,2023-01-30,nacional,12 muesrtos y 16 heridos en accidente,entre la noche del sabado y mediodaa de ayer ocurrieron al menos 17 hechos de transito,4,0,0,1.0,1,2,0,0,0,0,1,deporte,1,7,16,Monday,January,2023,013023nacional,93068.0,90551.0,6839.0,83712.0
2114,2023-01-31,nacional,explosion arrebata 7 vidas,miembros de una familia perecen calcinados su casa se incendio por un aparente estallido de gas  otra victima se lanza a las llamas al no poder rescatarlos,4,0,1,1.0,0,1,1,0,0,0,1,deporte,1,4,27,Tuesday,January,2023,013123nacional,85384.0,82870.0,3489.0,79381.0
2121,2023-02-01,nacional,los vapulean y no eran ladrones,un grupo de personas enardecidas golpeo a dos hombres que acusaban de asaltar una caja rural pero al revisar las camaras verificaron que no se trataba de ellos,4,0,0,0.0,2,2,0,0,0,0,1,modelo,1,6,28,Wednesday,February,2023,020123nacional,85589.0,83044.0,19546.0,63498.0
2128,2023-02-02,nacional,nina mata a su bebe,hallan restos de recien nacido en una fosa septica vecinos aseguran que la madre (menor de edad habria dado a luz  luego asesino a su hijo y lo lanzo a ese lugar,4,0,0,0.0,0,3,1,0,0,0,1,deporte,1,5,32,Thursday,February,2023,020223nacional,85770.0,83245.0,7247.0,75998.0
2135,2023-02-03,nacional,amiga escucha asesinato,mujer embarazada realiza llamada a una su conocida  quien solo oye gritos  y ayer fue localizada sin vida  este hecho se suma a las 45 muertes violentas de enero,4,0,1,0.0,1,2,0,0,0,0,1,deporte,1,3,29,Friday,February,2023,020323nacional,85507.0,79930.0,8451.0,71479.0
2142,2023-02-04,nacional,pelea de transito le cuesta la vida,asesinos causan discusion para intentar robarles la moto y lo matan al salir huyendo 0,4,0,4,0.0,0,0,0,0,0,0,1,publicidad propia,1,7,15,Saturday,February,2023,020423nacional,84722.0,82379.0,8626.0,73753.0
2143,2023-02-05,nacional,cumplieron su peregrinacion,hoy retornan a sus hogares mas de 30 mil motoristas que viajaron con la promesa de fe al cristo negro,3,0,0,0.0,0,2,1,0,0,0,1,deporte,1,3,20,Sunday,February,2023,020523nacional,86227.0,84209.0,6306.0,77903.0
2144,2023-02-06,nacional,mecanico se embarranca con su vehiculo,encarnacion batz compro recientemente el automotor y sus familiares suponen que lo andaba probando,3,0,1,0.0,1,1,0,0,0,0,1,deporte,1,6,14,Monday,February,2023,020623nacional,90776.0,88251.0,7504.0,80747.0
